评论页码,评论内容,IP属地,性别,评论时间,点赞数,主评论
1,回复 @dontkillpost7 :谁问你了 显着你了[脸红],北京,,2023-09-29 21:15:01,4,False
1,我也以为,浙江,男,2023-09-29 21:13:54,2,False
1,妈呀，给我推过来我还以为眼花了，马上点开b站[大哭][大哭][大哭],河北,女,2023-09-29 21:03:41,1712,True
1,同样[大哭][大哭],河南,男,2023-09-29 21:16:45,3,False
1,我也是通知栏给我推的，坛坛子[大哭],陕西,,2023-09-30 11:47:03,0,False
1,从变形兄弟，小食坛记看过来的，真的好喜欢老坛的性格，欢迎回来啊坛哥,湖北,男,2023-09-29 21:51:42,1079,True
1,欢迎,广东,,2023-10-05 12:14:49,3,False
1,终于等到你了！不管怎么说，老坛，欢迎回家[大哭][大哭][大哭],云南,女,2023-09-30 16:21:01,3,False
1,知道你迷茫不安 没关系 你现实生活里好好调整 记得要快乐,湖南,女,2023-09-29 21:05:04,836,True
1,@多生孩子等于救人传家,广东,,2023-10-07 12:32:46,1,False
1,010-82951332是北京市心理危机干预热线,河南,女,2023-09-29 21:03:35,756,True
1,回复 @漫山似骊墙 :很多人不知道简介什么意思，这是在解释简介,广东,男,2023-09-30 00:17:28,13,False
1,回复 @漫山似骊墙 :写了代表什么呢，就是因为简介写了一串数字大家看不懂，或者说不是所有人都有心去查，所以需要这样的评论前来科普。,江苏,,2023-10-01 00:32:28,3,False
1,抑郁是多方面的，不单单是心理，科学家已经发现造成抑郁的病毒了，希望早日有完善解决方案[保佑],菲律宾,男,2023-10-20 21:53:47,0,False
1,[大哭]别的不说 先祝中秋快乐！真的好久不见,江苏,女,2023-09-29 21:07:05,573,True
1,老坛欢迎回来、无论如何快乐最重要,河南,女,2023-09-29 21:29:20,3,False
1,我挺能理解你的感受，因为我抑郁严重时也差不多这种感受。。我花了三年，把自己一个人关在出租屋里跟自己斗争了三年才把解决了大半，剩下的都是根深蒂固的问题，还没找到有效的解决办法，只想出了几种缓解措施。平时要是负反馈太多还是容易抑郁起来，但基本安静几天就能控制住了。,广东,,2023-09-29 22:43:51,3503,True
1,我花了很大力气才学会了一套抵抗焦虑和压力的方法(本人并没有过焦虑症和抑郁和狂躁病史)我觉得人生活就像一个不断提高压力的压力锅，混乱在不断叠加，我必须要每天无氧运动加有氧运动，加上每周拿出一天到两天运动加冥想加上处理自己积压的事情，解开一周在心里的心结，像一个高压电饭锅，呼呼呼的放气，释放压力，然后又可以开始面对生活。我这个真的学了很久，才习得的。我不知道除我之外的人该怎么处理焦虑和压力。这种东西真的很恐怖的，压力和焦虑不能能适当处理，就会无限加压下去，后来，哪怕只是一根稻草就可以压死一个人了，那个人再也承受不住，由内到外崩溃了,广东,,2023-10-03 09:30:07,7,False
1,是滴，身边家人朋友没法给自己正反馈和积极情绪真的很难[大哭],山西,男,2023-09-30 18:38:24,6,False
1,搓搓,北京,女,2023-09-30 13:18:12,7,False
1,蜕皮、卸肉、去骨...那些曾经封闭我内心的，终将会被我打败。我将会追寻我的内心，我将会听从我的内心，我将会释放我的内心，我...我已找到了我的内心，将它紧握，永不放弃，做回自己。欢迎回来，老坛同志！[给心心][给心心],广东,,2023-09-29 21:22:18,474,True
1,说的好好[微笑],江苏,女,2023-09-30 23:57:31,0,False
3,老坛woc？我没眼花吧？？？救命，现在是几几年？？？,广东,男,2023-09-29 21:19:41,85,True
3,还是，等到你了，老坛,贵州,,2023-09-29 21:06:46,263,True
3,欢迎回来！！！btw中秋老坛也要快快乐乐的,浙江,男,2023-09-29 21:04:51,170,True
3,中秋快乐,湖南,,2023-09-30 02:09:32,0,False
3,20年高中上网课开始关注你的，那段时间在特别emo，每天被封在家里课也不想听，但是每周等你的小食坛记、你和变形兄弟联动，都会让我觉得每周有个盼头，我喜欢你生活的自由，像风一样，很感激你陪伴了我这么多久，当初你说你要退圈的时候万般不舍。。。很欢迎你回来!好久不见，老坛[拥抱],湖北,,2023-09-29 22:55:16,332,True
3,我也是高中20年疫情开始关注他们六兄弟，好怀念[大哭],广东,,2023-10-04 23:34:34,0,False
3,和我一样，虽然20年我是大学毕业,云南,,2023-10-04 17:27:54,0,False
3,跟我一模一样 现在都改上大二了,湖北,,2023-10-01 17:12:32,0,False
3,未来会越来越好的！欢迎回来！老坛胡说。,广东,,2023-09-29 21:04:56,86,True
3,中秋快乐 老坛,天津,女,2023-09-29 21:04:01,61,True
3,老坛！我就知道你会回来！[大哭]我们永远支持你！中秋快乐！要一直开心下去啊！[给心心],江西,,2023-09-29 21:13:37,22,True
3,中秋快乐！！,江苏,,2023-09-29 21:06:53,27,True
3,我永远喜欢老坛胡说,上海,女,2023-09-29 21:10:29,19,True
3,老坛啊啊啊啊啊啊啊啊啊[大哭],广东,女,2023-09-29 21:01:51,28,True
3,坛sir，你错过了番茄的婚礼，你几道不？,辽宁,男,2023-09-30 13:07:16,6,True
3,多拍，我们爱看,广东,,2023-10-01 11:53:41,43,True
3,永远记得，永远都在,广东,男,2023-09-30 17:53:21,91,True
3,我的手机背景,广东,女,2023-10-08 21:22:42,0,False
3,我要哭了这张合照[大哭][大哭],江西,,2023-10-05 16:31:41,0,False
3,三年，这三年你知道我是怎么过的吗[大哭],未知,男,2023-09-29 21:11:09,7,True
3,中秋快乐！身体健康 长长久久 平平安安,广东,,2023-09-30 00:10:29,6,True
3,不知道为何感觉好压抑，好难受[大哭][大哭],陕西,,2023-09-29 21:03:26,5779,True
3,我都喘不上来气了，弹幕还在中秋快乐[灵魂出窍],山东,,2023-09-29 21:13:06,280,False
3,回复 @゛当时只道是寻常゛ :我第一遍没开声音也觉得很压抑，可能是色调和表达的内容吧,河南,,2023-09-30 01:44:55,61,False
3,声音，你换个喜庆一点的就不会压抑了,上海,,2023-09-29 22:33:38,56,False
3,版本都更新啦，你这落后太多了,福建,,2023-10-04 08:52:34,24,True
3,大哥带带瓦,上海,男,2023-09-30 21:04:08,4,True
3,捞一下吧[热词系列_大师球],河南,,2023-09-30 21:20:06,0,False
3,并没有三年,江苏,,2023-09-30 15:07:33,4,True
3,纯纯老坛,江苏,,2023-10-04 23:50:13,22,True
4,@翔翔大作战 进来认兄弟,未知,,2023-10-08 13:21:28,20,True
4,欢迎回来！！！[打call][打call][打call],福建,男,2023-09-30 01:11:31,4,True
4,要记得开心,湖北,女,2023-09-30 19:28:22,47,True
4,你还真是个老坛🤣,江苏,,2023-10-01 10:47:37,57,True
4,我清楚地在自己的耳朵里听到了剧烈心跳的声音,湖北,女,2023-09-30 17:30:15,4,True
4,？🤣,河北,男,2023-10-05 01:28:17,36,True
4,[疑惑],山东,,2023-10-17 06:51:57,17,True
4,🤣,湖北,,2023-10-05 01:22:11,30,True
4,老坛一个,广东,男,2023-10-04 22:44:51,16,True
4,？？？,广东,女,2023-10-01 02:23:28,14,True
4,啊，更新了，我还以为我看错了[星星眼][星星眼][星星眼],云南,,2023-09-29 21:00:48,5,True
4,爷爷关注的up主更新了[打call],北京,男,2023-09-29 21:00:47,5,True
4,人如其名，老坛,陕西,男,2023-10-03 02:06:57,24,True
4,今年是2025年,湖北,,2023-10-02 00:25:46,3,True
4,确实是个老坛,江西,男,2023-10-01 10:45:31,42,True
4,不愧是老坛👍👍👍,山西,,2023-09-30 22:17:48,3,True
4,6,山东,男,2023-10-03 08:46:27,3,True
4,这也没见停更啊,山西,,2023-10-07 00:23:24,16,True
4,你是？,山东,,2023-09-29 23:44:39,4,True
4,我以为你被意大利游击队用法国枪带走了,北京,男,2023-09-30 22:38:47,4,True
5,我草……我初中关注的你…………现在我都上大学了………………TT,广东,女,2023-09-30 02:01:28,4,True
5,焦虑中[保卫萝卜_哭哭][保卫萝卜_哭哭],江西,,2023-10-01 02:40:54,3,True
5,老坛 中秋快乐 希望你每年都能开开心心的,广东,男,2023-09-30 23:41:32,3,True
5,凡是打不败我的，终将会使我变得更为强大,浙江,,2023-09-30 23:31:25,3,True
5,感觉最近也比较焦虑 （高三了[难过] 有点害怕  但感觉和老坛比不算什么 抱抱老坛[拥抱],浙江,女,2023-09-30 08:35:30,3,True
5,狗三岁等于人一岁了属于是,甘肃,,2023-09-30 23:24:49,14,True
5,三年了？？？！,福建,男,2023-09-29 21:01:31,3,True
5,不是，哪里有三年了？稿件时间对不上啊,安徽,男,2023-10-01 00:48:30,21,True
5,虽然但是，三年是怎么数出来的,江西,,2023-10-03 05:44:28,23,True
5,竟然已经三年了，好久不见[保卫萝卜_哭哭],上海,,2023-09-30 21:04:42,3,True
5,我曾试着将你找寻，可你却留言再也不见,黑龙江,男,2023-09-30 09:31:50,3,True
5,"老坛，初一开始看你，现在已经高二了，很庆幸你还会回来，你已经迈出一大步了！！肯定会越来越好，说一些所谓的避开闲言碎语也不太现实，只希望你不要太过于逼自己太紧了。过于在乎别人以及情商高的人就是会比别人累，要适当的放松，看看书听听歌，只希望你快乐，世界上永远有爱你的人，你是一个很棒的人。
祝你万事顺利，顺意。",内蒙古,,2023-09-29 22:44:34,6602,True
5,天呢…本来以为是稍微欢快的回归视频，打开之后我的整个情绪完全被短片的内容抓住，心被紧紧地揪着，眉毛也久久舒展不开。不知道你经历了什么，但一定是很痛苦的过程，能看到这个影片，很开心你努力挺过了那段时光。能够再次见面真是太好了，以前你的视频给我带来了很多欢笑和快乐，希望以后我们也能隔着屏幕互相陪伴，互相治愈。以后有机会多多见面吧！老坛[给心心][给心心][给心心][给心心],新疆,,2023-10-01 01:15:10,395,False
5,我也是初一开始的！！,福建,女,2023-10-01 17:04:39,8,False
5,@吃猫的猫 真心希望他好,山东,女,2023-10-01 20:56:46,3,False
5,路人刷到的，不懂就问，为啥说停更了三年了啊，我看最近不是才更新过吗,山东,男,2023-10-02 20:30:20,35,True
5,只是说正经的视频产出是三年前的事情了吧，近些年来上传的都是不让等待的大家过分担心的小碎片（我个人的理解，同样是路人）,日本,,2023-10-13 17:26:36,2,False
5,一样,江苏,,2023-10-02 20:37:59,1,False
5,[滑稽],广东,男,2023-09-30 11:09:08,2,True
5,你是?,广东,,2023-09-29 23:49:30,3,True
5,还真是老坛[给心心],上海,,2023-10-04 18:03:56,15,True
5,你也没停更三年啊？上一个视频不是九月份发的吗？,四川,男,2023-10-14 21:47:50,13,True
5,我也想知道，不知道什么意思,浙江,,2023-10-14 23:14:41,2,False
6,没看懂，有大佬给解释一下这视频想表达啥吗,福建,男,2023-09-30 03:01:28,3,True
6,之前还以为结婚了所以不更新[笑哭]所以不是吗,河北,,2023-09-29 21:08:46,61,True
6,衣食无忧妻女皆有,黑龙江,男,2023-10-08 13:11:56,12,True
6,回复 @饿鬼缠身啦 :而且岂止是衣食无忧，简直是富可敌国,黑龙江,男,2023-10-13 03:43:02,1,False
6,我也好奇这有啥可焦虑的,广西,,2023-10-13 02:10:22,1,False
6,停更2年 哪有3年,江苏,男,2023-10-07 07:47:59,7,True
6,啊啊啊啊好心疼啊说的道理,江苏,,2023-10-04 12:41:57,11,True
6,真好啊，羡慕还有时间焦虑和抑郁，在每天不搬砖就活不下去的生活中我甚至抽不出时间焦虑和抑郁。,山东,男,2023-10-24 19:17:37,8,True
6,我双相也三年啦，手臂上是拿眉刀划的，对我来说这是为了在只能怪罪自己的世界里活下去。现在偏躁狂，不要觉得这是种好状态啊呜呜，结束以后情绪低了，要吃的药却是让它更低的[热]。走到这里的大家，都很勇敢啦，辛苦了[桃源_给花花]，在这个很少有人理解的世界。最后臭美一下，西西,浙江,女,2023-09-30 01:15:09,17,True
6,回复 @mangekyouu :唔我有段时间思维迟缓，每天看着自己压抑但是什么也做不了，人呆呆的，只有强烈的情绪发生才能感觉到自己存在。但是我的医生后来惊讶于我几年的变化，长出的头发，漂亮的裙子什么的哈哈，她说我身上有一种没法看见的力量。不过你看我后来也还是去找心理医生了嘛，每天也还是会焦虑什么的，没关系的。慢慢来，不必急着给生活答案，加油[桃源_缘分],浙江,女,2023-09-30 01:29:27,2,False
6,抱抱你[拥抱]你真的很美很漂亮，超棒的！,陕西,,2023-09-30 01:20:04,1,False
6,回复 @Elysora-JAY :加油啊妹妹，你很漂亮啊，用浙江人的点赞👍,河北,男,2023-09-30 17:16:19,0,False
6,我7年才走出来[微笑]得出结论不要把感情寄托在人类身上,广东,,2023-09-30 18:41:32,38,True
6,我也是，得出结论，不要把现实中的人当做情感支柱,四川,女,2023-10-06 21:42:28,3,False
6,好多可爱的猫猫[大笑],山西,,2023-10-01 19:25:21,0,False
6,老坛,上海,男,2023-10-04 19:35:23,6,True
6,啊？9.10，9.16不是都更新视频了吗,河北,男,2023-10-04 12:17:23,8,True
6,期待重新集结变形兄弟,广东,男,2023-09-29 21:11:27,188,True
6,2024年，是变形兄弟5周年，相信变形兄弟第四季一定会回归！,上海,男,2023-09-29 21:12:46,16,False
6,回复 @百分百的晴天女孩 :不仅是怀念，我希望那年夏天能够再次“归来”！,上海,男,2023-09-29 22:01:48,6,False
6,回复 @z泽_晨c :狠狠期待[大哭]永远怀念那个夏天,广东,男,2023-09-29 21:15:55,5,False
6,"这可不是什么涅槃重生，是一点一点把自己撕碎，妄图找到一个新的自己

曾经的躯壳已不在适用，却还在渴望用这些碎片拼出曾经的自己。",北京,,2023-09-30 22:31:55,73,True
6,所以  应该怎么办呢  一直找不到出口,浙江,,2023-10-02 21:31:01,0,False
6,兄弟你说的太对了，把我想说的完全说出来了,甘肃,男,2023-10-02 00:37:41,0,False
6,对不起，我是首页刷到，之前没有关注过，礼貌问下看了下up主页近两年也有在更新，为什么说停更三年呀,河南,女,2023-10-18 00:07:54,7,True
6,同疑惑,山东,,2023-10-19 23:05:45,0,False
6,我也想问这个问题，主页有更新呀，为啥是停了三年,广东,,2023-10-18 01:00:41,0,False
6,虽然我关注了他三年前也很喜欢他但我不知道[笑哭],广东,,2023-10-18 00:08:45,0,False
6,评论区给我带来了非常微妙的感觉，是进了什么宗教圣地吗，救赎？,山东,,2023-09-30 22:01:25,102,True
6,不好评价,山西,男,2023-09-30 21:32:47,5,True
6,老谭,中国香港,男,2023-10-01 16:59:49,6,True
6,说的对喵,湖南,,2023-10-01 20:11:09,0,False
6,看不懂,福建,男,2023-09-30 23:19:18,5,True
6,也没有停更三年啊，2022年9月不还在发视频吗,甘肃,,2023-10-01 21:52:36,30,True
6,应该是说停止产出有内容的视频作品吧，这两年更的都更像朋友圈小碎片,广东,,2023-10-04 02:31:27,4,False
6,终于找到你了！问出了我的心声[笑哭],青海,,2023-10-08 19:39:16,1,False
6,鲁迅说过，面具戴太久，就会长到脸上，再想摘下来，除非伤筋动骨扒皮[拥抱],江苏,男,2023-09-30 12:48:52,21,True
7,你想表达啥,江苏,,2023-10-16 04:36:18,11,True
7,[吃瓜],浙江,,2023-10-04 23:28:05,5,True
7,看完这个视频很惊讶，我在高中很抑郁的时期也画过类似的一幅画，画里我全裸着身体，一只手紧紧抓住从胸口掏出的一堆血管，这些本该在我体内运作，支撑着我活下去的血管都断掉了。好在我走过来了，我永远不能走出去，但我可以永远向前走，一刻不停。,四川,女,2023-10-06 21:40:50,7,True
7,[拥抱],湖北,男,2023-10-06 21:51:10,0,False
7,还以为你是结婚后经营家庭无暇弄视频了，怎么是这个原因[难过]希望你现在有好些[加油],广西,,2023-09-29 21:14:31,355,True
7,@木香优津,北京,女,2023-09-30 00:16:23,0,False
7,"一高营女同学由于高考压力太大得了抑郁症
寻短见寻了好多次
后来她们家拆迁赔了几百万
几年束手无策的抑郁
一下就好了
整个人变的特别乐观开朗",广东,女,2023-10-06 21:59:09,7,True
7,世界上只有一种病,陕西,女,2023-10-06 22:07:42,0,False
7,"我也曾患抑郁症，成功自愈后，还通过自身经历影响了5位抑郁症患者走出[胜利]

不怕死的人，只要活着就一定会有奇迹！

自愈后的感受毫不夸张的说，简直焕然新生[doge]

周围声音太多的时候，请听自己的~人生不过百年，活成自己想要的样子吧，加油[爱心][爱心]",广东,女,2023-09-30 01:12:23,49,True
7,顽强的求生意识...内观...觉察,广东,女,2023-10-09 01:31:15,1,False
7,"回复 @路过事发现场的靓仔 :给与陪伴和鼓励很重要，同时不要过多的陷入，不然你可能会也被影响。
具体操作：
1：你一定保持自己的日常生活节奏。
2：每天抽10~20分钟倾听对方的真实想法
3：对于对方的可行真实诉求，给予有用的指导和建议，或者帮助对方找到想做的事情，这个是给予可行的希望，人只要有了希望，就能好好活下去。
比如家庭压抑，那就鼓励对方离开，必要的话都可以六亲不认，重要的是找到自己内心想去做的事情，鼓励给予勇气。
比如校园暴力或霸凌，如果没有条件转学，可以鼓励对方退学或者强大内心，提升钝感力和屏蔽力，同时不要逆来顺受。
我自己的感受是，抑郁终究是因为做不到知行合一，如果能够做到，那么抑郁也会慢慢好起来的，一个人的力量很小，如果身边人支持，那么抑郁自愈是没有问题的，当然这种情况可能会反复，因为曾经失去过信任。
4：有足够的耐心，同时自己有一套阳光法则维稳。
抑郁这种情况短则像我这样一个月就自愈，长则可能要好几年才好，想要帮助对方的人，必须要有耐心，同时自己要过得很好，不会被黑暗带进去。
以上是我的个人经验，希望对你有帮助[兔年]",广东,女,2023-10-29 10:21:17,0,False
7,身边朋友得了抑郁症，很少和我们交流了，我想知道作为身边人该怎么去帮帮他,北京,,2023-10-28 22:55:01,0,False
7,2021年全年更新，就22年跟23年没跟，顶多一年多没更新，怎么算的三年？,广东,,2023-10-13 01:45:14,5,True
7,今年是2025年？,安徽,,2023-10-03 09:27:21,2,True
7,老坛胡说真老坛,河南,,2023-10-06 12:33:24,5,True
7,没看懂,湖北,,2023-10-02 20:37:46,2,True
7,老坛开心点,广东,男,2023-10-01 18:24:41,2,True
7,加油,广东,,2023-10-01 14:37:25,2,True
7,你ay呢？[微笑][微笑],江西,,2023-09-30 23:51:22,4,True
7,@波门永不灭,北京,,2023-09-30 22:01:40,2,True
7,当时就康乐,河北,男,2023-10-01 11:13:14,0,False
7,有吗？三年？,山西,,2023-09-30 21:46:02,2,True
7,中秋快乐呀，坛坛,山西,男,2023-09-30 21:43:49,2,True
7,emmm…,辽宁,女,2023-09-30 21:37:43,2,True
8,终于看到你了,河北,,2023-09-30 21:33:38,2,True
8,[哈欠],江苏,,2023-09-30 19:25:14,2,True
8,动画的作者是？,湖北,男,2023-09-30 14:34:07,2,True
8,@下雨我耀余依,福建,女,2023-09-30 13:49:11,2,True
8,[星星眼],江西,男,2023-09-30 21:13:51,0,False
8,直接看哭,英国,女,2023-09-30 08:29:57,2,True
8,起猛了,四川,,2023-09-30 00:08:10,2,True
8,啊?停更三年???,广东,,2023-09-29 22:46:21,2,True
8,有三年吗[笑哭],湖南,,2023-09-29 22:42:30,2,True
8,直接三连,山西,,2023-09-29 22:02:35,2,True
8,停更但一直关注,山西,,2023-09-29 22:03:09,0,False
8,欢迎回来老胡坛说,广东,男,2023-09-29 22:01:15,2,True
8,多跟老婆沟通沟通,广东,,2023-09-29 21:52:44,2,True
8,嘛呀 好久不见,湖南,女,2023-09-29 21:04:56,2,True
8,学做动画去了？,湖北,,2023-09-29 21:03:13,2,True
8,刚看到他评论 前几年抑郁了,四川,,2023-09-29 21:04:45,0,False
8,继承家业去了哈哈,四川,,2023-09-29 21:03:50,0,False
8,爱看,福建,男,2023-09-29 21:01:40,2,True
8,初见，你好！,福建,,2023-09-29 21:02:11,2,True
8,wc,山东,男,2023-09-29 21:00:25,2,True
8,新人不懂就问，为什么说停更3年，我看一直在更新啊,河南,,2023-10-21 21:40:55,6,True
8,真的是老坛啊,上海,,2023-09-29 23:26:10,2,True
9,视频没看懂….,天津,,2023-10-04 10:30:10,2,True
9,超  脱,广东,男,2023-10-01 02:12:19,2,True
9,动画，哈哈哈好爽，好爽，这不就是我想要的的吗，还好哈哈哈我要撕了我自己！！！！,广东,男,2023-09-30 23:29:45,2,True
9,雀食老坛,山东,男,2023-09-30 20:21:21,2,True
9,因为你停更了三年,江苏,,2023-09-30 11:47:13,2,True
9,@木芖 @陆光你说句话啊______ [保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭],陕西,女,2023-09-30 11:10:47,2,True
