评论页码,评论内容,IP属地,性别,评论时间,点赞数,主评论
1,语文阅读能力你是一点没有啊！,湖北,男,2023-09-06 23:55:21,53,False
1,人家让你每天早上吃一个苹果，你这个反骨一日三餐吃。你这种恶意引导，说实话有点不行,江苏,,2023-09-07 03:27:35,40,False
1,其实健康的作息就能避免很多问题[脸红],广西,,2023-09-07 10:32:41,245,True
1,但很多人没法健康作息,河南,,2023-09-07 17:56:33,16,False
1,生活让我无法做到[大哭],广东,男,2023-09-07 14:40:25,8,False
1,那还是健康饮食吧[doge],江苏,男,2023-09-20 15:26:02,1,False
1,不爱吃苹果的过来举个手[妙啊],湖北,女,2023-09-06 22:25:05,1248,True
1,回复 @羡黑c :我不信 除非给我寄一点,浙江,男,2023-09-07 00:00:43,25,False
1,[doge]在山东苹果根本吃不完，不喜欢吃,山东,男,2023-09-06 22:53:01,22,False
1,不喜欢吃这么硬的水果,山东,,2023-09-07 00:46:28,11,False
1,是真的，我已经吃了两年了，现在已经是元婴真人了[doge],河南,,2023-09-07 13:08:19,32,True
1,家里种果园，苹果树已经成仙树了。,新疆,男,2023-09-07 13:25:45,1,False
1,这也太厉害了吧，我明天开始打卡,安徽,男,2023-09-25 01:01:25,0,False
1,苹果就是因为这个视频涨价的吧，小时候苹果贵，也没这么离谱，记得有一个纯素食主义的，已经死亡，死的时候只有三十多岁，疑似营养不良死亡,北京,,2023-09-08 14:13:16,5,True
1,亲身经历，我为了艺考极速减肥，3个月从180减到130，真的一天只吃三个苹果，怎么说呢，整个人浑浑噩噩的，大脑感觉跟进入省电模式了一样，只想睡觉，但是却又莫名的思维清醒，很神奇的一种体验，但是那段时间疯狂掉头发，而且别人一看你脸色惨白，跟贫血一样。困意和饥饿对你混合双打，可以说是痛苦至极了。,海南,男,2023-09-12 23:53:01,107,True
1,我觉得是碳水[doge]断碳减肥非常蠢,广东,,2023-09-14 13:27:19,1,False
1,而且断碳会导致暴饮暴食,广东,,2023-09-14 13:27:44,1,False
1,多喝点蛋白粉能缓解掉头发，蛋白质不够了,河北,,2023-09-13 08:33:34,1,False
1,我连续为了隔壁死了2天的大爷三十天苹果没想到他起死回生了[doge],湖南,,2023-09-07 19:25:44,12,True
1,认真的问一下真的有效果吗？我本人基本上几年基本不吃水果，现在有点想法了,福建,男,2023-09-07 08:58:44,1119,True
1,国外传来的俗语说，一天一苹果，医生远离我。苹果确实是很不错的早餐说实话,四川,,2023-09-07 09:53:25,331,False
1,不吃水果你身体肯定缺维生素的,辽宁,,2023-09-07 12:12:48,97,False
1,效果肯定不会像视频这么夸张，但至少不便秘,云南,,2023-09-07 09:42:28,49,False
1,用用脑子，苹果也只是一个普通的水果，糖分也不算很低，营养确实有，但你吃其他水果蔬菜都能够补充，又不是人参果。唯一能说好处那就是胃就那么大，多摄入了苹果补充了维生素和膳食纤维，其他的东西比如脂肪自然就会少摄入了。你多吃点蔬菜橘子啥的一样都是补充维生素和膳食纤维，效果一样，苹果不重要，重要的是你其他都吃了啥,广西,,2023-09-07 18:21:54,7965,True
1,个人体验:苹果与其他水果相比（橘子，菠萝，哈密瓜，葡萄，甜瓜，西瓜，各种桃子，梨，各种李子），苹果对肠胃效果最好。在停了苹果，其他水果一起吃，肠胃能力下降了。加入苹果，明显肠胃轻松很多。有同样效果的就是奇异果了。奇异果虽然比苹果好吃，但每斤的价格比苹果贵多了。[脱单doge],江西,男,2023-09-07 21:40:50,802,False
1,但我个人感受苹果确实饱腹感相对更强，但我吃苹果牙龈疼,北京,男,2023-09-07 23:19:55,148,False
1,回复 @科尼特罗斯 :我吃一口 第二口苹果上全是血,黑龙江,,2023-09-07 23:23:50,66,False
1,我还记得初中那个时候被家里逼着天天吃一个苹果，然后那段时间记性极其离谱。晚自习前默写单词。和同学边聊天边背然后我刷刷写出来，我同学直接懵逼（我很相信这不是天赋问题，因为小学时候的我巨蠢[保卫萝卜_哭哭]）现在变成大学生了依旧怀念那个记性逆天的自己,湖南,,2023-09-07 17:05:39,91,True
1,回复 @pro森乐 :还是吃起来吧，苹果对你记忆力有效果说明苹果对你症，这是多么难得的一件事啊，这个比起哪些买保健品补脑啥的补品来说安全多了，总比中药好吃吧，我准备开始吃起来咯，如果对我有效，我要坚持吃一辈子。你要不吃就卷不过我们咯，看你还吃不吃[调皮],四川,,2023-09-14 21:23:53,7,False
1,回复 @b站8171 :不吃，不好吃，吃苹果太累了,湖南,,2023-09-14 19:10:18,6,False
1,那你现在还在继续吃苹果吗。,四川,,2023-09-14 16:30:28,2,False
1,一天一个苹果，医生远离我。[吃瓜]小时候苹果便宜，一天没事摸两个苹果吃，20多年，从来没打过针。吊瓶。苹果几乎是世界各地都有的水果。多吃绝对好,陕西,,2023-09-09 20:49:16,8,True
1,可别了苹果性寒，长时间食用，极其容易造成肠胃脆弱。吃啥都是拉肚子,云南,,2023-09-08 08:13:06,26,True
1,苹果性平,广东,,2023-09-26 22:16:32,0,False
1,你是早餐吃还是每天晚餐午餐吃？,广东,男,2023-09-26 13:38:59,0,False
1,回复 @提米出品 :不分体质，就是这么硬气,山东,,2023-09-26 00:51:06,0,False
1,我小时候不爱吃，但是天天吃，长大了反而爱吃但是嫌麻烦，很长时间没吃了,浙江,,2023-09-07 09:18:25,3,True
1,"记忆中苹果应该是最便宜的水果，那天在菜市场一问，7块！
我直接买了旁边2.5元一斤的香蕉和4元一斤的葡萄还有8元一斤的山竹",河北,,2023-09-07 11:36:36,4,True
1,吃一个月牛子会怎么样,湖南,女,2023-09-16 21:14:53,3,True
1,看这个有一种电视台广告的感觉。满满一坨💩往人脑子里塞,广东,,2023-09-25 21:48:01,2,True
1,https://b23.tv/mall-1NCE6e-xQOXuzQLA0,未知,,2023-09-12 20:44:05,6,True
1,原来如此[喜极而泣],浙江,,2023-09-12 20:45:24,3,False
1,帮忙带的，需要可以买，不是一定要喝苹果汁，西梅、橙汁都可以的……[大哭][大哭],江西,,2023-09-12 20:48:54,1,False
1,为什么不是苹果🍎你这样我真的要生气了！[生气],福建,,2023-09-12 20:46:14,1,False
2,30天后。我发现钱变少了，隔壁水果摊看我的眼神更清澈了……,四川,,2023-09-07 00:43:15,7247,True
2,“来了老乡，今儿还是一斤苹果吗”,广东,,2023-09-07 23:08:39,115,False
2,当地水果摊老板友善的看着你（关系+10）,浙江,男,2023-09-07 23:29:15,84,False
2,回复 @只是一碗汤 :苹果真的离谱 小时候最便宜的水果 现在很贵,辽宁,,2023-09-07 23:08:11,35,False
2,认真的问一下真的有效果吗？我本人基本上几年基本不吃水果，现在有点想法了,安徽,,2023-09-15 21:59:23,239,True
2,他是卖货的,湖南,男,2023-09-18 21:36:45,2,False
2,吃什么都一样有效果，重点是你怎么吃吃多少，每天保持摄入足够的蔬菜水果,广东,,2023-09-15 23:19:44,1,False
2,广告而已，现在b站也抖音化了,四川,男,2023-09-25 00:54:56,0,False
2,如果你连续吃了30天苹果，你会发现你吃了一个月的苹果[呲牙],湖北,,2023-09-07 10:59:06,547,True
2,回复 @飞起两脚剪 :苹果皮比苹果的价值高,广东,男,2023-09-10 16:06:43,4,False
2,回复 @飞起两脚剪 :懒得削皮，洗洗就吃,重庆,,2023-09-10 16:44:24,2,False
2,当你活了一分钟后，就会发现生命减少了60秒,湖北,男,2023-09-11 12:54:00,1,False
2,"如果你连续30天只吃苹果，会发生以下情况：

营养不良：只吃苹果会使得你的饮食缺乏多样性，从而导致营养不良。苹果虽然富含维生素和矿物质，但也需要摄入其他食物来获取蛋白质、脂肪、纤维等其他营养素。
肠胃问题：苹果中含有大量的果糖和纤维素，如果过量摄入，可能会引起肠胃不适，如腹胀、腹泻等。
牙齿问题：苹果中的果糖可能会引起牙齿腐烂，特别是当你不刷牙或使用漱口水时。
身体不适：只吃苹果可能会导致身体感到单调乏味，从而导致食欲不振和营养不良。

因此，建议保持饮食的多样性和均衡性，不要过度依赖单一食物。如果对苹果有特别的喜好，可以适量地将其纳入饮食中，但也要注意摄入其他食物来确保营养的均衡。",安徽,男,2023-09-06 21:59:13,4426,True
2,叫你连续吃，不是叫你连续只吃,江西,,2023-09-06 22:34:27,370,False
2,语文阅读能力你是一点没有啊！,湖北,男,2023-09-06 23:55:21,53,False
2,人家让你每天早上吃一个苹果，你这个反骨一日三餐吃。你这种恶意引导，说实话有点不行,江苏,,2023-09-07 03:27:35,40,False
2,其实健康的作息就能避免很多问题[脸红],广西,,2023-09-07 10:32:41,245,True
2,但很多人没法健康作息,河南,,2023-09-07 17:56:33,16,False
2,生活让我无法做到[大哭],广东,男,2023-09-07 14:40:25,8,False
2,那还是健康饮食吧[doge],江苏,男,2023-09-20 15:26:02,1,False
2,不爱吃苹果的过来举个手[妙啊],湖北,女,2023-09-06 22:25:05,1248,True
2,回复 @羡黑c :我不信 除非给我寄一点,浙江,男,2023-09-07 00:00:43,25,False
2,[doge]在山东苹果根本吃不完，不喜欢吃,山东,男,2023-09-06 22:53:01,22,False
2,不喜欢吃这么硬的水果,山东,,2023-09-07 00:46:28,11,False
2,是真的，我已经吃了两年了，现在已经是元婴真人了[doge],河南,,2023-09-07 13:08:19,32,True
2,家里种果园，苹果树已经成仙树了。,新疆,男,2023-09-07 13:25:45,1,False
2,这也太厉害了吧，我明天开始打卡,安徽,男,2023-09-25 01:01:25,0,False
2,苹果就是因为这个视频涨价的吧，小时候苹果贵，也没这么离谱，记得有一个纯素食主义的，已经死亡，死的时候只有三十多岁，疑似营养不良死亡,北京,,2023-09-08 14:13:16,5,True
2,亲身经历，我为了艺考极速减肥，3个月从180减到130，真的一天只吃三个苹果，怎么说呢，整个人浑浑噩噩的，大脑感觉跟进入省电模式了一样，只想睡觉，但是却又莫名的思维清醒，很神奇的一种体验，但是那段时间疯狂掉头发，而且别人一看你脸色惨白，跟贫血一样。困意和饥饿对你混合双打，可以说是痛苦至极了。,海南,男,2023-09-12 23:53:01,107,True
2,我觉得是碳水[doge]断碳减肥非常蠢,广东,,2023-09-14 13:27:19,1,False
2,而且断碳会导致暴饮暴食,广东,,2023-09-14 13:27:44,1,False
2,多喝点蛋白粉能缓解掉头发，蛋白质不够了,河北,,2023-09-13 08:33:34,1,False
2,我连续为了隔壁死了2天的大爷三十天苹果没想到他起死回生了[doge],湖南,,2023-09-07 19:25:44,12,True
2,认真的问一下真的有效果吗？我本人基本上几年基本不吃水果，现在有点想法了,福建,男,2023-09-07 08:58:44,1119,True
2,国外传来的俗语说，一天一苹果，医生远离我。苹果确实是很不错的早餐说实话,四川,,2023-09-07 09:53:25,331,False
2,不吃水果你身体肯定缺维生素的,辽宁,,2023-09-07 12:12:48,97,False
2,效果肯定不会像视频这么夸张，但至少不便秘,云南,,2023-09-07 09:42:28,49,False
2,用用脑子，苹果也只是一个普通的水果，糖分也不算很低，营养确实有，但你吃其他水果蔬菜都能够补充，又不是人参果。唯一能说好处那就是胃就那么大，多摄入了苹果补充了维生素和膳食纤维，其他的东西比如脂肪自然就会少摄入了。你多吃点蔬菜橘子啥的一样都是补充维生素和膳食纤维，效果一样，苹果不重要，重要的是你其他都吃了啥,广西,,2023-09-07 18:21:54,7965,True
2,个人体验:苹果与其他水果相比（橘子，菠萝，哈密瓜，葡萄，甜瓜，西瓜，各种桃子，梨，各种李子），苹果对肠胃效果最好。在停了苹果，其他水果一起吃，肠胃能力下降了。加入苹果，明显肠胃轻松很多。有同样效果的就是奇异果了。奇异果虽然比苹果好吃，但每斤的价格比苹果贵多了。[脱单doge],江西,男,2023-09-07 21:40:50,802,False
2,但我个人感受苹果确实饱腹感相对更强，但我吃苹果牙龈疼,北京,男,2023-09-07 23:19:55,148,False
2,回复 @科尼特罗斯 :我吃一口 第二口苹果上全是血,黑龙江,,2023-09-07 23:23:50,66,False
2,我还记得初中那个时候被家里逼着天天吃一个苹果，然后那段时间记性极其离谱。晚自习前默写单词。和同学边聊天边背然后我刷刷写出来，我同学直接懵逼（我很相信这不是天赋问题，因为小学时候的我巨蠢[保卫萝卜_哭哭]）现在变成大学生了依旧怀念那个记性逆天的自己,湖南,,2023-09-07 17:05:39,91,True
2,回复 @pro森乐 :还是吃起来吧，苹果对你记忆力有效果说明苹果对你症，这是多么难得的一件事啊，这个比起哪些买保健品补脑啥的补品来说安全多了，总比中药好吃吧，我准备开始吃起来咯，如果对我有效，我要坚持吃一辈子。你要不吃就卷不过我们咯，看你还吃不吃[调皮],四川,,2023-09-14 21:23:53,7,False
2,回复 @b站8171 :不吃，不好吃，吃苹果太累了,湖南,,2023-09-14 19:10:18,6,False
2,那你现在还在继续吃苹果吗。,四川,,2023-09-14 16:30:28,2,False
2,一天一个苹果，医生远离我。[吃瓜]小时候苹果便宜，一天没事摸两个苹果吃，20多年，从来没打过针。吊瓶。苹果几乎是世界各地都有的水果。多吃绝对好,陕西,,2023-09-09 20:49:16,8,True
2,可别了苹果性寒，长时间食用，极其容易造成肠胃脆弱。吃啥都是拉肚子,云南,,2023-09-08 08:13:06,26,True
2,苹果性平,广东,,2023-09-26 22:16:32,0,False
2,你是早餐吃还是每天晚餐午餐吃？,广东,男,2023-09-26 13:38:59,0,False
2,回复 @提米出品 :不分体质，就是这么硬气,山东,,2023-09-26 00:51:06,0,False
2,我小时候不爱吃，但是天天吃，长大了反而爱吃但是嫌麻烦，很长时间没吃了,浙江,,2023-09-07 09:18:25,3,True
2,"记忆中苹果应该是最便宜的水果，那天在菜市场一问，7块！
我直接买了旁边2.5元一斤的香蕉和4元一斤的葡萄还有8元一斤的山竹",河北,,2023-09-07 11:36:36,4,True
2,吃一个月牛子会怎么样,湖南,女,2023-09-16 21:14:53,3,True
2,看这个有一种电视台广告的感觉。满满一坨💩往人脑子里塞,广东,,2023-09-25 21:48:01,2,True
2,https://b23.tv/mall-1NCE6e-xQOXuzQLA0,未知,,2023-09-12 20:44:05,6,True
2,原来如此[喜极而泣],浙江,,2023-09-12 20:45:24,3,False
2,帮忙带的，需要可以买，不是一定要喝苹果汁，西梅、橙汁都可以的……[大哭][大哭],江西,,2023-09-12 20:48:54,1,False
2,为什么不是苹果🍎你这样我真的要生气了！[生气],福建,,2023-09-12 20:46:14,1,False
3,"我吃过，因为过年买了两箱苹果，我爸妈过完年就出去了！
我吃了一个月苹果！直接导致，我这么多年都不在吃苹果了[笑哭]",浙江,,2023-09-07 11:32:10,3,True
3,如果你连续30天只吃苹果，那么医生会远离你30天,河北,女,2023-09-07 21:40:30,3,True
3,一天一苹果 医生远离我[脱单doge],湖北,,2023-09-25 21:19:18,2,True
3,某位靓仔默默的打开了冰箱[doge],河北,,2023-09-07 21:08:01,2,True
3,单一饮食对人体没有益处,天津,,2023-09-08 14:58:17,4,True
3,确实，人体需要的维生素很多,江苏,,2023-09-08 15:08:31,0,False
3,谁拖发 我发方法给他 不图什么 因为我也是过来人知道那种滋味不好受😭😭😭,北京,女,2023-09-12 13:47:43,2,True
3,哈喽,河南,女,2023-09-12 14:28:38,1,False
3,吃了两年，已经成为斗帝了[OK],江苏,,2023-09-07 08:10:38,4,True
3,我吃了五年，已经化神期了,浙江,,2023-09-07 12:51:42,0,False
3,我很讨厌吃苹果，我特别讨厌苹果那种脆的口感，牙咬下去就有一种指甲刮黑板的不适感，还有苹果皮的味道和口感都让我不能接受，无论是粉的苹果还是脆的苹果，咬下去都让我很不舒服，并不是味道不好吃，就是那口感让我很难受。,黑龙江,男,2023-09-10 17:44:31,4,True
3,医生远离你30天,上海,男,2023-09-07 19:28:06,2,True
3,贝爷德爷: 水，碳水，脂肪是维持生命体征的基本所需条件,河南,,2023-09-07 16:04:17,3,True
3,医生都出太阳系了,河南,男,2023-09-09 13:18:12,2,True
3,其实水果甚至不是人所必须吃的东西，一直不吃也可以,河南,男,2023-09-07 03:45:36,3,True
3,坏血病警告[doge],河南,,2023-09-11 10:28:44,1,False
3,这人卖苹果呢哈，大家注点意[脱单doge],山东,,2023-09-07 20:37:11,3,True
3,我吃了一年，吃成苹果了,湖南,,2023-09-09 18:09:04,3,True
3,把苹果换成戒手银，后面的事件就很正常了,江西,男,2023-09-10 22:55:59,2,True
3,帮忙带的，需要可以买，不是一定要喝苹果汁，西梅、橙汁都可以的……[大哭][大哭],江西,,2023-09-12 20:49:17,1,True
3,"其他不评论，也不说别人，如果我再一天清晨，直接空腹吃苹果，长时间，我绝对胃寒肠炎严重，哪怕吃过早餐，然后一天再没有吃，再空腹吃苹果都可以，清晨直接苹果，我自己接受不了，可能也体制太差了，当然这是建立在食物够用的情况，如果世界末日，那可没得选[doge]
像我这样的人其实也不少，在中医院跟老师的时候，可没少遇到因为这么做得胃病的人，此评论只针对自己",印度尼西亚,男,2023-09-08 21:42:55,5,True
3,666,河北,,2023-09-14 19:18:04,1,True
3,知识归知识，但是要提一点，就是无论多有用的食物，多好吃的东西不能一直食用，只能适当食用，营养要均衡，才能对生物各属性有增强,四川,女,2023-09-14 12:22:23,3,True
3,"苹果的优点
1.果胶，一种膳食纤维，很多水果也有。
2.黄酮，抗氧化的活性物质，不过富集在靠近皮的部位。浆果类水果可能更多。
3.VCVE，维生素的两种，不过在水果里不算优秀。
缺点倒是还好。
便秘建议蒸熟吃效果好。大便干燥建议你空腹吃个梨。
长生不老和吃啥关系不大，想的话建议你多盖被子。",山西,男,2023-09-08 22:28:58,114,True
4,如果连续30天吃苹果，就会有30个医生消失了，毕竟一天一苹果，医生远离我[脱单doge],马来西亚,男,2023-09-07 22:26:06,2,True
4,持续30天买苹果手机会有什么变化,北京,,2023-09-06 16:03:44,120,True
4,破产,广东,,2023-09-06 17:46:31,14,False
4,钱包不允许你坚持一个礼拜,广东,,2023-09-06 19:26:03,10,False
4,第一天你轻松买了一只，新手机让你爱不释手，一直玩到凌晨；第二天你又买了一只，自己已经买了一只了，于是你决定把它送人；一个星期后你开始怀疑你脑子是不是有病为啥要一直买；一个月后你腰子没了一只眼也摘了一个同时负债累累但你不知道自己还能卖啥[吃瓜],河北,,2023-09-06 20:02:25,6,False
4,减肥的人现身说法吧，以前高中的时候高一一个学期180减到140，一天一个苹果一个梨，吃水果一是能占肚子，这样零食和饭量都会减少，而是甜的东西也会让自己喝水变多，所以便秘改善除了苹果本身的作用还是因为其他乱七八糟的相应吃的会变少，因此其他的改变和苹果有一定联系但不完全是苹果的功劳，如果说是和以前一样吃然后加一个苹果，那就等于多摄入一个苹果的热量。,黑龙江,男,2023-09-13 07:06:09,6,True
4,会不会营养不良呢？只吃苹果[调皮],重庆,,2023-09-08 21:18:20,2,True
4,对身体只会有害[OK],广东,,2023-09-08 21:21:58,0,False
4,不喜欢吃苹果，而且吃饱得3苹果[微笑],湖北,,2023-09-12 14:19:51,2,True
4,哈喽,河南,女,2023-09-12 14:28:52,0,False
4,读书的时候天天吃苹果，上班之后太忙会忘记吃，那时候学习状态、身体状态都很好，没有便秘也没有口臭是真的[OK],浙江,,2023-09-12 11:22:07,2,True
4,要不是我天天吃我就信了，水果我基本就吃苹果因为不用剥皮也没毛洗洗就可以吃，不过从来没便秘过是真的,山东,,2023-09-11 21:21:54,2,True
4,难道我36岁人家都以为26是吃苹果吃的么，不过现在200多斤啊[笑哭],山东,,2023-09-11 21:23:03,1,False
4,不如早睡早起[doge],辽宁,男,2023-09-07 11:20:19,2,True
4,只吃水果果腹是不行的，我朋友就是因为懒得吃饭只吃水果胃出血住院了,广西,,2023-09-07 17:48:31,2,True
4,吃苹果真的会变好，最好的例子就是路飞，在海贼王前几集里，路飞坐着小船吃苹果，吃了两桶苹果🍎，最后成了还贼王,山东,男,2023-09-15 10:00:21,2,True
4,你踏马认真的呀,广东,,2023-09-21 18:43:48,0,False
4,快吃吧🍎,山东,男,2023-09-15 10:00:36,0,False
4,我之前试过这种方法减肥，结果贫血营养不良进医院了,浙江,,2023-09-06 22:14:00,3,True
4,这事我真干过[脱单doge],湖北,,2023-09-09 18:15:18,2,True
4,回复 @扒抚寻按 :一直感觉挺好吃的，掉秤很管用，然后吃太多了腻了几个月现在又爱吃了[tv_doge],湖北,,2023-09-18 17:36:59,1,False
4,回复 @永远透明的纸张opal :有啥感觉,云南,,2023-09-18 12:07:20,0,False
4,而且可能不止三十天,湖北,,2023-09-09 18:15:27,0,False
4,营销文案完美抓住人们需求，牛的[doge][doge],北京,男,2023-09-14 13:09:48,2,True
4,这是每天一个还是30天只吃苹果？,河北,男,2023-09-07 14:55:31,2,True
4,每天一个，其他的正常吃,吉林,,2023-09-09 16:38:31,0,False
4,苹果卖不出去了吗？还是什么？,广东,,2023-09-06 17:26:26,10,True
4,回复 @鸦嘴先生 :副作用大，水果啥的都是只能适量少吃，多了对身体不好,辽宁,,2023-09-07 10:17:17,0,False
4,这骗子肯定买苹果 副作用没讲,新疆,,2023-09-06 22:04:43,0,False
4,我举个例子吧，如果只吃苹果那么好，国外那些动保早就只吃苹果了，还需要吃这么多维生素药？[doge],广东,,2023-09-06 19:18:05,42,True
4,回复 @请叫这个人去读书 :和这种人多嘴一句都是你的失误，随他去吧,四川,,2023-09-07 12:14:58,12,False
4,哪里有只？,福建,男,2023-09-07 09:59:13,8,False
4,回复 @阿乐的干豆腐 :上网多了这种杠精评论脑子都能自动忽略了[doge],福建,,2023-09-07 18:54:08,2,False
4,笑死，医生根本近不了身，因为一天一苹果医生远离我,山西,,2023-09-07 15:47:20,2,True
4,这么多好处啊。难怪我们这现在一个苹果都七八块了[大哭][大哭][大哭],河南,,2023-09-07 09:15:01,4,True
4,🤔我们这八块钱一公斤，糖都渗到外面,新疆,男,2023-09-08 02:10:27,1,False
4,回复 @非酋长辰羿 :你这苹果很甜吧,山西,男,2023-09-09 22:10:03,0,False
4,我这也是一个苹果6-7块了[脱单doge]只敢买香蕉了,江苏,男,2023-09-07 10:19:55,0,False
4,卖水果的？,广东,,2023-09-26 20:30:45,1,True
4,人参果,重庆,,2023-09-26 00:49:24,1,True
5,来了，难怪我连续拉稀30天,广西,,2023-09-26 00:32:01,1,True
5,可怜的苹果,江苏,,2023-09-25 22:55:58,1,True
5,一天一苹果，医生远离我[嗑瓜子][嗑瓜子]吃水果有用，但换言之其他食物亦然[笑哭][笑哭]都是扯皮无赖的说法,云南,,2023-09-06 21:21:19,35,True
5,回复 @橙子西瓜七 :是生吃蔬菜差不多。你吃炒熟的蔬菜跟水果比差远了,黑龙江,,2023-09-13 11:14:52,1,False
5,吃什么水果持续时间长了都有益,广东,男,2023-09-06 21:39:22,1,False
5,回复 @胡桃神子2000 : 水果性寒，吃时间长了绝对脾胃出毛病。要是天天吃水果，那水果真不是什么好东西了,河南,男,2023-09-13 07:38:00,0,False
5,@小肥鸽子a 就是这个,山西,男,2023-09-22 00:22:02,1,True
5,医生会远离你30天[doge],河北,,2023-09-20 21:58:06,1,True
5,苹果又卖不动了？,湖北,,2023-09-27 00:45:48,1,True
5,会吃腻,浙江,,2023-09-26 18:58:06,1,True
5,为什么会鼓那么多的泡？[来古-沉思],吉林,女,2023-09-26 01:17:31,1,True
5,会变成Apple man,浙江,,2023-09-25 16:23:35,1,True
5,让我去买几个苹果吃,河南,,2023-09-24 12:13:21,1,True
5,一天一苹果，医生死给我[doge],广西,男,2023-09-24 00:15:15,1,True
5,这个NFC和我手机上的有什么区别吗[tv_白眼],江西,,2023-09-20 20:50:43,1,True
5,省流：糖尿病,山东,男,2023-09-26 22:40:40,1,True
5,重要的不是苹果而是你自己吃了什么？[吃瓜],江苏,男,2023-09-23 19:26:49,1,True
5,现在的营销号水平都这么低吗？只说优点不说缺点。而且他只说效果，没有说要达成效果的条件，比如要吃多少苹果才能有这种效果。然后最重要的是他不考虑每个人体质的不同，拿个例，甚至没有例子就一堆理论去验证生活。,宁夏,男,2023-09-12 09:02:31,2,True
5,一天一个大苹果，医生穷的揭不开锅，之前的英文儿歌[doge],湖北,男,2023-09-16 09:07:47,1,True
5,建议吃印度产的苹果，农药用的足，效果会更好,北京,,2023-09-16 00:54:27,1,True
5,当一个人给你说什么好，他大概率是卖这个的,山西,,2023-09-14 09:15:34,1,True
5,如果你连续30天吃面条，会发生什么,浙江,,2023-09-26 12:30:21,1,True
5,我说动物园的猴子🐒，肤白貌美大长腿呢[笑哭],北京,,2023-09-14 21:11:01,1,True
6,这TM是仙果吧,湖南,,2023-09-14 10:32:30,1,True
6,饭后吃行吗,浙江,,2023-09-26 13:02:19,1,True
6,eee,湖北,,2023-09-13 19:48:57,0,True
6,卖苹果的 一眼看穿,湖北,,2023-09-12 15:46:33,1,True
6,苹果吃多了便秘，基本常识,四川,,2023-09-13 21:33:26,1,True
6,来嘛，谁要吃。,广东,,2023-09-14 12:07:23,0,True
6,"一日一苹果，医生远离我。
这句话是没错的[呲牙]",广东,,2023-09-25 22:23:11,1,True
6,现在就吃,江苏,,2023-09-09 16:29:32,0,True
6,@-我是小魔- 尊嘟假嘟,河南,,2023-09-26 16:49:39,1,True
6,我都吃了一个学期苹果。😘,江西,,2023-09-18 13:34:45,0,True
6,广子是吧,天津,,2023-09-12 23:05:30,1,True
6,我最不喜欢吃的水果之一就是苹果,河南,,2023-09-26 12:42:14,1,True
6,一吃苹果就肚子饿,福建,男,2023-09-24 16:23:57,1,True
6,我C,辽宁,男,2023-09-18 18:53:26,1,True
6,隔壁大爷连续吃了2个月苹果连癌症都好了 真神奇,江苏,,2023-09-11 11:35:57,1,True
6,每日一个附魔金苹果,江苏,男,2023-09-21 14:59:39,1,True
6,请问苹果可以当做晚饭吃吗[给心心][给心心],河南,女,2023-09-12 12:01:13,0,True
6,苹果不能早上空腹吃，会呕,贵州,,2023-09-08 23:07:33,0,True
